record_name,step,forward_iterations,a,b,val_loss
gptm_adam,125,100,-0.2,-0.2,5.514157295227051
gptm_adam,125,100,-0.2,-0.12631578947368421,5.381159782409668
gptm_adam,125,100,-0.2,-0.052631578947368446,5.27833890914917
gptm_adam,125,100,-0.2,0.021052631578947323,5.202098369598389
gptm_adam,125,100,-0.2,0.09473684210526312,5.146154403686523
gptm_adam,125,100,-0.2,0.16842105263157892,5.103404998779297
gptm_adam,125,100,-0.2,0.24210526315789466,5.069610595703125
gptm_adam,125,100,-0.2,0.31578947368421045,5.041340351104736
gptm_adam,125,100,-0.2,0.38947368421052625,5.014425754547119
gptm_adam,125,100,-0.2,0.46315789473684205,4.9871954917907715
gptm_adam,125,100,-0.2,0.5368421052631578,4.958045959472656
gptm_adam,125,100,-0.2,0.6105263157894736,4.9237060546875
gptm_adam,125,100,-0.2,0.6842105263157894,4.883814811706543
gptm_adam,125,100,-0.2,0.7578947368421052,4.837048053741455
gptm_adam,125,100,-0.2,0.831578947368421,4.785877227783203
gptm_adam,125,100,-0.2,0.9052631578947368,4.732614994049072
gptm_adam,125,100,-0.2,0.9789473684210526,4.68453311920166
gptm_adam,125,100,-0.2,1.0526315789473684,4.650693416595459
gptm_adam,125,100,-0.2,1.1263157894736842,4.636776447296143
gptm_adam,125,100,-0.2,1.2,4.654359340667725
gptm_adam,125,100,-0.12631578947368421,-0.2,5.383006572723389
gptm_adam,125,100,-0.12631578947368421,-0.12631578947368421,5.2738213539123535
gptm_adam,125,100,-0.12631578947368421,-0.052631578947368446,5.194273948669434
gptm_adam,125,100,-0.12631578947368421,0.021052631578947323,5.138230323791504
gptm_adam,125,100,-0.12631578947368421,0.09473684210526312,5.095956802368164
gptm_adam,125,100,-0.12631578947368421,0.16842105263157892,5.062501907348633
gptm_adam,125,100,-0.12631578947368421,0.24210526315789466,5.033578395843506
gptm_adam,125,100,-0.12631578947368421,0.31578947368421045,5.006993293762207
gptm_adam,125,100,-0.12631578947368421,0.38947368421052625,4.979458332061768
gptm_adam,125,100,-0.12631578947368421,0.46315789473684205,4.94954776763916
gptm_adam,125,100,-0.12631578947368421,0.5368421052631578,4.915611267089844
gptm_adam,125,100,-0.12631578947368421,0.6105263157894736,4.873928546905518
