record_name,step,forward_iterations,a,b,val_loss
gptm_record,2000,200,-0.2,-0.2,3.35646653175354
gptm_record,2000,200,-0.2,-0.04444444444444445,3.2796947956085205
gptm_record,2000,200,-0.2,0.1111111111111111,3.225700855255127
gptm_record,2000,200,-0.2,0.26666666666666666,3.189603805541992
gptm_record,2000,200,-0.2,0.4222222222222222,3.1687204837799072
gptm_record,2000,200,-0.2,0.5777777777777777,3.1611344814300537
gptm_record,2000,200,-0.2,0.7333333333333334,3.166494131088257
gptm_record,2000,200,-0.2,0.8888888888888891,3.1848180294036865
gptm_record,2000,200,-0.2,1.0444444444444445,3.2177350521087646
gptm_record,2000,200,-0.2,1.2,3.2672553062438965
gptm_record,2000,200,-0.04444444444444445,-0.2,3.2805864810943604
gptm_record,2000,200,-0.04444444444444445,-0.04444444444444445,3.218846321105957
gptm_record,2000,200,-0.04444444444444445,0.1111111111111111,3.1759331226348877
gptm_record,2000,200,-0.04444444444444445,0.26666666666666666,3.148991346359253
gptm_record,2000,200,-0.04444444444444445,0.4222222222222222,3.135038375854492
gptm_record,2000,200,-0.04444444444444445,0.5777777777777777,3.1333417892456055
gptm_record,2000,200,-0.04444444444444445,0.7333333333333334,3.143649101257324
gptm_record,2000,200,-0.04444444444444445,0.8888888888888891,3.166013717651367
gptm_record,2000,200,-0.04444444444444445,1.0444444444444445,3.2022924423217773
gptm_record,2000,200,-0.04444444444444445,1.2,3.255070686340332
gptm_record,2000,200,0.1111111111111111,-0.2,3.226642608642578
gptm_record,2000,200,0.1111111111111111,-0.04444444444444445,3.176270008087158
gptm_record,2000,200,0.1111111111111111,0.1111111111111111,3.1422934532165527
gptm_record,2000,200,0.1111111111111111,0.26666666666666666,3.122377872467041
gptm_record,2000,200,0.1111111111111111,0.4222222222222222,3.114619016647339
gptm_record,2000,200,0.1111111111111111,0.5777777777777777,3.117544174194336
gptm_record,2000,200,0.1111111111111111,0.7333333333333334,3.1319456100463867
gptm_record,2000,200,0.1111111111111111,0.8888888888888891,3.158452033996582
gptm_record,2000,200,0.1111111111111111,1.0444444444444445,3.198657989501953
gptm_record,2000,200,0.1111111111111111,1.2,3.2562899589538574
gptm_record,2000,200,0.26666666666666666,-0.2,3.1899819374084473
gptm_record,2000,200,0.26666666666666666,-0.04444444444444445,3.148381471633911
gptm_record,2000,200,0.26666666666666666,0.1111111111111111,3.1222009658813477
gptm_record,2000,200,0.26666666666666666,0.26666666666666666,3.107573986053467
gptm_record,2000,200,0.26666666666666666,0.4222222222222222,3.1043810844421387
gptm_record,2000,200,0.26666666666666666,0.5777777777777777,3.1121163368225098
gptm_record,2000,200,0.26666666666666666,0.7333333333333334,3.1306307315826416
gptm_record,2000,200,0.26666666666666666,0.8888888888888891,3.1614718437194824
gptm_record,2000,200,0.26666666666666666,1.0444444444444445,3.2064363956451416
gptm_record,2000,200,0.4222222222222222,-0.2,3.168367862701416
gptm_record,2000,200,0.4222222222222222,-0.04444444444444445,3.1339259147644043
gptm_record,2000,200,0.4222222222222222,0.1111111111111111,3.113126277923584
gptm_record,2000,200,0.4222222222222222,0.26666666666666666,3.1034138202667236
gptm_record,2000,200,0.4222222222222222,0.4222222222222222,3.1049997806549072
gptm_record,2000,200,0.4222222222222222,0.5777777777777777,3.1164164543151855
gptm_record,2000,200,0.4222222222222222,0.7333333333333334,3.1395983695983887
gptm_record,2000,200,0.4222222222222222,0.8888888888888891,3.1751697063446045
gptm_record,2000,200,0.5777777777777777,-0.2,3.1602678298950195
gptm_record,2000,200,0.5777777777777777,-0.04444444444444445,3.1310675144195557
gptm_record,2000,200,0.5777777777777777,0.1111111111111111,3.1151278018951416
gptm_record,2000,200,0.5777777777777777,0.26666666666666666,3.109872579574585
gptm_record,2000,200,0.5777777777777777,0.4222222222222222,3.115584135055542
gptm_record,2000,200,0.5777777777777777,0.5777777777777777,3.1317243576049805
gptm_record,2000,200,0.5777777777777777,0.7333333333333334,3.1595046520233154
gptm_record,2000,200,0.7333333333333334,-0.2,3.164829969406128
gptm_record,2000,200,0.7333333333333334,-0.04444444444444445,3.1406197547912598
gptm_record,2000,200,0.7333333333333334,0.1111111111111111,3.1285386085510254
gptm_record,2000,200,0.7333333333333334,0.26666666666666666,3.1274421215057373
gptm_record,2000,200,0.7333333333333334,0.4222222222222222,3.137667179107666
gptm_record,2000,200,0.7333333333333334,0.5777777777777777,3.1586403846740723
gptm_record,2000,200,0.8888888888888891,-0.2,3.1833319664001465
gptm_record,2000,200,0.8888888888888891,-0.04444444444444445,3.1623430252075195
gptm_record,2000,200,0.8888888888888891,0.1111111111111111,3.1543612480163574
gptm_record,2000,200,0.8888888888888891,0.26666666666666666,3.157480239868164
gptm_record,2000,200,0.8888888888888891,0.4222222222222222,3.1721346378326416
gptm_record,2000,200,1.0444444444444445,-0.2,3.2170090675354004
gptm_record,2000,200,1.0444444444444445,-0.04444444444444445,3.199617624282837
gptm_record,2000,200,1.0444444444444445,0.1111111111111111,3.19523549079895
gptm_record,2000,200,1.0444444444444445,0.26666666666666666,3.20346736907959
gptm_record,2000,200,1.2,-0.2,3.2689802646636963
gptm_record,2000,200,1.2,-0.04444444444444445,3.2551205158233643
gptm_record,2000,200,1.2,0.1111111111111111,3.2550837993621826
